,wordId,word,topicId,dov,dovDelta,composition,dod,dodDelta,numDocs,score
0,W1428,lobe,T65,0.001571584615014,0.7570862492510989,0.0858775015294584,0.0112704464097604,-0.0580865852991078,2,1.44
1,W2643,multimodal,T37,0.0015227221889909,0.4754215306202565,0.0880500706014134,0.0112704464097604,-0.0580865852991078,2,1.44
2,W3068,dental,T98,0.0013318936495701,0.3078683146447208,0.0834898347937215,0.0237264713286561,0.1280255178509328,4,1.48
3,W3084,headphone,T77,0.0005815792957506003,0.7728796292356493,0.0555939939692512,0.0170595074964154,-0.0517395683997043,3,1.46
4,W3523,honey,T93,0.0006416694365068447,0.4934202951675404,0.0862051817807282,0.0217737772425487,-0.0406459157512566,4,1.47
5,W4151,rpc,T69,0.0014295088059334,1.2658690888231217,0.0740473645109269,0.0112704464097604,-0.0580865852991078,2,1.44
6,W4256,meth,T10,0.0012698704584542,0.4244593007924905,0.0819841386950423,0.0171149010807222,0.0303107915991894,3,1.46
7,W4419,productize,T58,0.0014528902451581,11.928801997277835,0.0677708788052979,0.0112704464097604,-0.0580865852991078,2,1.44
8,W4431,twosy,T90,0.00043606956342295616,4.730172574107713,0.0604885011868426,0.0104479372484815,-0.1195227673004486,2,1.44
9,W4518,confederacy,T6,0.000329571359258266,0.9041092488550344,0.046003537074958,0.0104479372484815,-0.1195227673004486,2,1.44
10,W4538,intermittent,T47,0.0001268307389415633,0.9983850111771152,0.0176932215772801,0.0104479372484815,-0.1195227673004486,2,1.44
11,W4643,non-traditional,T56,0.0009946042028105625,0.5714809274816729,0.058274260204045,0.0171149010807222,0.0303107915991894,3,1.46
12,W4678,combinatoric,T59,0.0015773297498034,3.0910339394390927,0.0766865938148636,0.0112704464097604,-0.0580865852991078,2,1.44
13,W4728,regurgitation,T32,0.001566107563728,4.137504596947805,0.0751330143768748,0.0112704464097604,-0.0580865852991078,2,1.44
14,W5334,mid-level,T45,0.0009750785658842236,0.8457041991984833,0.0783564150863972,0.0171149010807222,0.0303107915991894,3,1.46
15,W5659,cyborg,T71,0.0005700472022547442,0.926937025781123,0.0304586912909985,0.0112704464097604,-0.0580865852991078,2,1.44
16,W5754,deepen,T86,0.0017596882236312,5.1681343746225,0.083728196992574,0.0178820166576942,0.0838268294017842,3,1.46
17,W5824,timid,T69,0.0006231810723326507,0.5483816729130817,0.0777751544384464,0.0124560249188956,-0.0232052462034053,2,1.44
18,W6185,preferably,T40,0.001379212492773,2.980455762252526,0.0712903559866254,0.0171149010807222,0.0303107915991894,3,1.46
19,W6505,co-found,T68,0.0015115717983509,1.842176173304544,0.0758946484359926,0.0159293225715869,-0.1290432926495539,3,1.45
20,W6716,staffing,T32,0.0011083584891311,0.8320260370699382,0.0599226311203055,0.0112704464097604,-0.0580865852991078,2,1.44
21,W6775,epoch,T63,0.0014681823726155,0.4396101014841005,0.0857448206451221,0.0112704464097604,-0.0580865852991078,2,1.44
22,W6802,plasticity,T25,0.0006294452443312654,0.7776401474873932,0.034290229086178,0.0112704464097604,-0.0580865852991078,2,1.44
23,W7540,buzzy,T47,0.0005067126138255644,1.0524522787155508,0.066948139631602,0.0124560249188956,-0.0232052462034053,2,1.44
24,W7871,quadruple,T34,0.0005802999658771953,0.5480333616413208,0.0812813916651285,0.0104479372484815,-0.1195227673004486,2,1.44
25,W8418,robber,T25,0.0005541839730688775,0.3263274131110526,0.0779430704627115,0.0104479372484815,-0.1195227673004486,2,1.44
26,W8485,empathetically,T2,0.0008432090707781791,0.2537434487942056,0.0527867135197439,0.0112704464097604,-0.0580865852991078,2,1.44
27,W8501,heretical,T59,0.001224605659049,0.5027404519829629,0.070314327443311,0.0112704464097604,-0.0580865852991078,2,1.44
28,W8528,misrepresent,T99,0.0006422613324177832,0.7316960500889282,0.0823504709386721,0.0183004795898574,0.1535895075931892,3,1.46
29,W8847,soldier,T19,0.0005904723893745184,0.6418548509206563,0.0826103658040632,0.015106813410308,-0.0390455346008973,3,1.45
30,W9138,dining,T5,0.0007973972143437406,0.3403381299232715,0.0481165135468234,0.0159293225715869,-0.1290432926495539,3,1.45
31,W9501,unseen,T0,0.0007503397131499523,0.4914254256563816,0.0432066372615132,0.0112704464097604,-0.0580865852991078,2,1.44
32,W9862,shocker,T74,0.00023207272689811017,0.6674584988746646,0.0324592510164499,0.0104479372484815,-0.1195227673004486,2,1.44
33,W10183,scrap,T38,0.0008029035150795632,0.5792306141553234,0.0786767290614957,0.0217183836582419,-0.0453925515003008,4,1.47
34,W10184,dire,T37,0.0011442073545552,2.0659956750351567,0.0569819775412756,0.0112704464097604,-0.0580865852991078,2,1.44
35,W10218,mist,T28,0.0005615694272910231,4.151064275131256,0.0269373681406296,0.0178820166576942,0.0838268294017842,3,1.46
36,W10231,camaraderie,T28,0.0005991405403474175,4.919946942657756,0.0285560810748442,0.0112704464097604,-0.0580865852991078,2,1.44
37,W10333,peeve,T4,0.00047049026284824914,2.204780978918293,0.06502852185594,0.0183004795898574,0.1535895075931892,3,1.46
38,W10334,inland,T17,0.0005663477463137383,0.6189406856456304,0.0772943619479233,0.0171149010807222,0.0303107915991894,3,1.46
39,W10461,pon,T56,0.0010068079980893,0.4237017642516537,0.0590765620703928,0.0112704464097604,-0.0580865852991078,2,1.44
40,W10470,num,T48,0.0004193235791835596,1.0220957821033594,0.0552788226233779,0.0124560249188956,-0.0232052462034053,2,1.44
41,W10552,dissect,T69,0.0003728541549088892,0.5662852259568745,0.0466791815285042,0.0183004795898574,0.1535895075931892,3,1.46
42,W11024,quickest,T66,0.000508838757672694,0.4688032746694234,0.0719576039404083,0.0162923919194433,-0.1195227673004486,3,1.45
43,W11031,estimating,T59,0.0004552513102424288,0.8520161899978297,0.0635703222500141,0.0104479372484815,-0.1195227673004486,2,1.44
44,W11310,jurisprudence,T0,0.0013186153930823,0.3340854024769786,0.0797557754443437,0.0112704464097604,-0.0580865852991078,2,1.44
45,W11515,interoperable,T9,0.000817170503618258,0.47660676447365,0.0472372801750545,0.0112704464097604,-0.0580865852991078,2,1.44
46,W11532,var,T76,0.00022484088418274449,0.4481177124334853,0.0315419253853414,0.0104479372484815,-0.1195227673004486,2,1.44
47,W12977,externalize,T86,0.0004936208830639539,0.5729754188074735,0.0691174515303425,0.0104479372484815,-0.1195227673004486,2,1.44
48,W13053,frontal,T22,0.0013665405805796,2.8628795201987693,0.0667074853034908,0.0112704464097604,-0.0580865852991078,2,1.44
49,W13124,collide,T18,0.0010659337275046,0.5106413780264042,0.0610839345557048,0.0112704464097604,-0.0580865852991078,2,1.44
50,W13152,barber,T4,0.0011841949092441,1.4739289150222303,0.0605194026279457,0.0112704464097604,-0.0580865852991078,2,1.44
51,W13249,scratchy,T54,0.0014745786209239,4.092645128569227,0.070773378889197,0.0112704464097604,-0.0580865852991078,2,1.44
52,W13323,boo,T6,0.0004866987898953101,0.2462599325906353,0.0686090419883452,0.0104479372484815,-0.1195227673004486,2,1.44
53,W13400,marble,T35,0.0011234270050572,0.3883395076946241,0.0666574940016732,0.0112704464097604,-0.0580865852991078,2,1.44
54,W13807,strand,T40,0.0005222617222687296,2.3819855425431875,0.0725701013249452,0.0104479372484815,-0.1195227673004486,2,1.44
55,W13854,cadence,T77,0.0006153205736120609,0.3499192787854079,0.087900984893978,0.0162923919194433,-0.1195227673004486,3,1.45
56,W13873,rut,T77,0.0012273345608192,0.2578226139983262,0.0766837966671634,0.0112704464097604,-0.0580865852991078,2,1.44
57,W13884,breakup,T2,0.0007648563882683715,0.7346853979667584,0.0419397078079943,0.0112704464097604,-0.0580865852991078,2,1.44
58,W13983,draconian,T0,0.001178802057228,1.4299160945791654,0.0604002664303335,0.0112704464097604,-0.0580865852991078,2,1.44
59,W14066,distil,T17,0.0011126004342874,0.7567185376844782,0.0608002086908734,0.0112704464097604,-0.0580865852991078,2,1.44
60,W14078,sack,T79,0.0013107731684196,0.5299681656885835,0.0747661225921619,0.0112704464097604,-0.0580865852991078,2,1.44
61,W14140,deadlock,T95,0.0005693785810724541,4.783227602754273,0.0789785572653094,0.0104479372484815,-0.1195227673004486,2,1.44
62,W14883,engulf,T17,0.001200507373603,0.5575692326024624,0.0680457356654478,0.0112704464097604,-0.0580865852991078,2,1.44
63,W14954,clutter,T22,0.0016909627835287,6.199328417256069,0.0800040646651669,0.0112704464097604,-0.0580865852991078,2,1.44
64,W15025,astronomy,T18,0.0007025973239979615,0.4162800668032153,0.0809300734710846,0.0171149010807222,0.0303107915991894,3,1.46
65,W15304,energized,T91,0.0017335233930278,2.227808656143974,0.0858960795846945,0.0112704464097604,-0.0580865852991078,2,1.44
66,W15765,eradicate,T74,0.0003836125306138563,0.8724455685849559,0.0535588170060819,0.0104479372484815,-0.1195227673004486,2,1.44
67,W17687,disguise,T17,0.0002842641252283569,0.5254619809613198,0.0381853861418314,0.0171149010807222,0.0303107915991894,3,1.45
